Step;AgentID;Position;Speed
934;233;(4.0, 1.0);4.0
935;215;(296.0, 1.0);4.0
935;216;(280.0, 1.0);4.0
935;217;(264.0, 1.0);4.0
935;218;(248.0, 1.0);4.0
935;219;(232.0, 1.0);4.0
935;220;(216.0, 1.0);4.0
935;221;(200.0, 1.0);4.0
935;222;(184.0, 1.0);4.0
935;223;(168.0, 1.0);4.0
935;224;(152.0, 1.0);4.0
935;225;(136.0, 1.0);4.0
935;226;(120.0, 1.0);4.0
935;227;(104.0, 1.0);4.0
935;228;(88.0, 1.0);4.0
935;229;(72.0, 1.0);4.0
935;230;(56.0, 1.0);4.0
935;231;(40.0, 1.0);4.0
935;232;(24.0, 1.0);4.0
935;233;(8.0, 1.0);4.0
936;216;(284.0, 1.0);4.0
936;217;(268.0, 1.0);4.0
936;218;(252.0, 1.0);4.0
936;219;(236.0, 1.0);4.0
936;220;(220.0, 1.0);4.0
936;221;(204.0, 1.0);4.0
936;222;(188.0, 1.0);4.0
936;223;(172.0, 1.0);4.0
936;224;(156.0, 1.0);4.0
936;225;(140.0, 1.0);4.0
936;226;(124.0, 1.0);4.0
936;227;(108.0, 1.0);4.0
936;228;(92.0, 1.0);4.0
936;229;(76.0, 1.0);4.0
936;230;(60.0, 1.0);4.0
936;231;(44.0, 1.0);4.0
936;232;(28.0, 1.0);4.0
936;233;(12.0, 1.0);4.0
937;216;(288.0, 1.0);4.0
937;217;(272.0, 1.0);4.0
937;218;(256.0, 1.0);4.0
937;219;(240.0, 1.0);4.0
937;220;(224.0, 1.0);4.0
937;221;(208.0, 1.0);4.0
937;222;(192.0, 1.0);4.0
937;223;(176.0, 1.0);4.0
937;224;(160.0, 1.0);4.0
937;225;(144.0, 1.0);4.0
937;226;(128.0, 1.0);4.0
937;227;(112.0, 1.0);4.0
937;228;(96.0, 1.0);4.0
937;229;(80.0, 1.0);4.0
937;230;(64.0, 1.0);4.0
937;231;(48.0, 1.0);4.0
937;232;(32.0, 1.0);4.0
937;233;(16.0, 1.0);4.0
937;234;(0, 1.0);4.0
938;216;(292.0, 1.0);4.0
938;217;(276.0, 1.0);4.0
938;218;(260.0, 1.0);4.0
938;219;(244.0, 1.0);4.0
938;220;(228.0, 1.0);4.0
938;221;(212.0, 1.0);4.0
938;222;(196.0, 1.0);4.0
938;223;(180.0, 1.0);4.0
938;224;(164.0, 1.0);4.0
938;225;(148.0, 1.0);4.0
938;226;(132.0, 1.0);4.0
938;227;(116.0, 1.0);4.0
938;228;(100.0, 1.0);4.0
938;229;(84.0, 1.0);4.0
938;230;(68.0, 1.0);4.0
938;231;(52.0, 1.0);4.0
938;232;(36.0, 1.0);4.0
938;233;(20.0, 1.0);4.0
938;234;(4.0, 1.0);4.0
939;216;(296.0, 1.0);4.0
939;217;(280.0, 1.0);4.0
939;218;(264.0, 1.0);4.0
939;219;(248.0, 1.0);4.0
939;220;(232.0, 1.0);4.0
939;221;(216.0, 1.0);4.0
939;222;(200.0, 1.0);4.0
939;223;(184.0, 1.0);4.0
939;224;(168.0, 1.0);4.0
939;225;(152.0, 1.0);4.0
939;226;(136.0, 1.0);4.0
939;227;(120.0, 1.0);4.0
939;228;(104.0, 1.0);4.0
939;229;(88.0, 1.0);4.0
939;230;(72.0, 1.0);4.0
939;231;(56.0, 1.0);4.0
939;232;(40.0, 1.0);4.0
939;233;(24.0, 1.0);4.0
939;234;(8.0, 1.0);4.0
940;217;(284.0, 1.0);4.0
940;218;(268.0, 1.0);4.0
940;219;(252.0, 1.0);4.0
940;220;(236.0, 1.0);4.0
940;221;(220.0, 1.0);4.0
940;222;(204.0, 1.0);4.0
940;223;(188.0, 1.0);4.0
940;224;(172.0, 1.0);4.0
940;225;(156.0, 1.0);4.0
940;226;(140.0, 1.0);4.0
940;227;(124.0, 1.0);4.0
940;228;(108.0, 1.0);4.0
940;229;(92.0, 1.0);4.0
940;230;(76.0, 1.0);4.0
940;231;(60.0, 1.0);4.0
940;232;(44.0, 1.0);4.0
940;233;(28.0, 1.0);4.0
940;234;(12.0, 1.0);4.0
941;217;(288.0, 1.0);4.0
941;218;(272.0, 1.0);4.0
941;219;(256.0, 1.0);4.0
941;220;(240.0, 1.0);4.0
941;221;(224.0, 1.0);4.0
941;222;(208.0, 1.0);4.0
941;223;(192.0, 1.0);4.0
941;224;(176.0, 1.0);4.0
941;225;(160.0, 1.0);4.0
941;226;(144.0, 1.0);4.0
941;227;(128.0, 1.0);4.0
941;228;(112.0, 1.0);4.0
941;229;(96.0, 1.0);4.0
941;230;(80.0, 1.0);4.0
941;231;(64.0, 1.0);4.0
941;232;(48.0, 1.0);4.0
941;233;(32.0, 1.0);4.0
941;234;(16.0, 1.0);4.0
941;235;(0, 1.0);4.0
942;217;(292.0, 1.0);4.0
942;218;(276.0, 1.0);4.0
942;219;(260.0, 1.0);4.0
942;220;(244.0, 1.0);4.0
942;221;(228.0, 1.0);4.0
942;222;(212.0, 1.0);4.0
942;223;(196.0, 1.0);4.0
942;224;(180.0, 1.0);4.0
942;225;(164.0, 1.0);4.0
942;226;(148.0, 1.0);4.0
942;227;(132.0, 1.0);4.0
942;228;(116.0, 1.0);4.0
942;229;(100.0, 1.0);4.0
942;230;(84.0, 1.0);4.0
942;231;(68.0, 1.0);4.0
942;232;(52.0, 1.0);4.0
942;233;(36.0, 1.0);4.0
942;234;(20.0, 1.0);4.0
942;235;(4.0, 1.0);4.0
943;217;(296.0, 1.0);4.0
943;218;(280.0, 1.0);4.0
943;219;(264.0, 1.0);4.0
943;220;(248.0, 1.0);4.0
943;221;(232.0, 1.0);4.0
943;222;(216.0, 1.0);4.0
943;223;(200.0, 1.0);4.0
943;224;(184.0, 1.0);4.0
943;225;(168.0, 1.0);4.0
943;226;(152.0, 1.0);4.0
943;227;(136.0, 1.0);4.0
943;228;(120.0, 1.0);4.0
943;229;(104.0, 1.0);4.0
943;230;(88.0, 1.0);4.0
943;231;(72.0, 1.0);4.0
943;232;(56.0, 1.0);4.0
943;233;(40.0, 1.0);4.0
943;234;(24.0, 1.0);4.0
943;235;(8.0, 1.0);4.0
944;218;(284.0, 1.0);4.0
944;219;(268.0, 1.0);4.0
944;220;(252.0, 1.0);4.0
944;221;(236.0, 1.0);4.0
944;222;(220.0, 1.0);4.0
944;223;(204.0, 1.0);4.0
944;224;(188.0, 1.0);4.0
944;225;(172.0, 1.0);4.0
944;226;(156.0, 1.0);4.0
944;227;(140.0, 1.0);4.0
944;228;(124.0, 1.0);4.0
944;229;(108.0, 1.0);4.0
944;230;(92.0, 1.0);4.0
944;231;(76.0, 1.0);4.0
944;232;(60.0, 1.0);4.0
944;233;(44.0, 1.0);4.0
944;234;(28.0, 1.0);4.0
944;235;(12.0, 1.0);4.0
945;218;(288.0, 1.0);4.0
945;219;(272.0, 1.0);4.0
945;220;(256.0, 1.0);4.0
945;221;(240.0, 1.0);4.0
945;222;(224.0, 1.0);4.0
945;223;(208.0, 1.0);4.0
945;224;(192.0, 1.0);4.0
945;225;(176.0, 1.0);4.0
945;226;(160.0, 1.0);4.0
945;227;(144.0, 1.0);4.0
945;228;(128.0, 1.0);4.0
945;229;(112.0, 1.0);4.0
945;230;(96.0, 1.0);4.0
945;231;(80.0, 1.0);4.0
945;232;(64.0, 1.0);4.0
945;233;(48.0, 1.0);4.0
945;234;(32.0, 1.0);4.0
945;235;(16.0, 1.0);4.0
945;236;(0, 1.0);4.0
946;218;(292.0, 1.0);4.0
946;219;(276.0, 1.0);4.0
946;220;(260.0, 1.0);4.0
946;221;(244.0, 1.0);4.0
946;222;(228.0, 1.0);4.0
946;223;(212.0, 1.0);4.0
946;224;(196.0, 1.0);4.0
946;225;(180.0, 1.0);4.0
946;226;(164.0, 1.0);4.0
946;227;(148.0, 1.0);4.0
946;228;(132.0, 1.0);4.0
946;229;(116.0, 1.0);4.0
946;230;(100.0, 1.0);4.0
946;231;(84.0, 1.0);4.0
946;232;(68.0, 1.0);4.0
946;233;(52.0, 1.0);4.0
946;234;(36.0, 1.0);4.0
946;235;(20.0, 1.0);4.0
946;236;(4.0, 1.0);4.0
947;218;(296.0, 1.0);4.0
947;219;(280.0, 1.0);4.0
947;220;(264.0, 1.0);4.0
947;221;(248.0, 1.0);4.0
947;222;(232.0, 1.0);4.0
947;223;(216.0, 1.0);4.0
947;224;(200.0, 1.0);4.0
947;225;(184.0, 1.0);4.0
947;226;(168.0, 1.0);4.0
947;227;(152.0, 1.0);4.0
947;228;(136.0, 1.0);4.0
947;229;(120.0, 1.0);4.0
947;230;(104.0, 1.0);4.0
947;231;(88.0, 1.0);4.0
947;232;(72.0, 1.0);4.0
947;233;(56.0, 1.0);4.0
947;234;(40.0, 1.0);4.0
947;235;(24.0, 1.0);4.0
947;236;(8.0, 1.0);4.0
948;219;(284.0, 1.0);4.0
948;220;(268.0, 1.0);4.0
948;221;(252.0, 1.0);4.0
948;222;(236.0, 1.0);4.0
948;223;(220.0, 1.0);4.0
948;224;(204.0, 1.0);4.0
948;225;(188.0, 1.0);4.0
948;226;(172.0, 1.0);4.0
948;227;(156.0, 1.0);4.0
948;228;(140.0, 1.0);4.0
948;229;(124.0, 1.0);4.0
948;230;(108.0, 1.0);4.0
948;231;(92.0, 1.0);4.0
948;232;(76.0, 1.0);4.0
948;233;(60.0, 1.0);4.0
948;234;(44.0, 1.0);4.0
948;235;(28.0, 1.0);4.0
948;236;(12.0, 1.0);4.0
949;219;(288.0, 1.0);4.0
949;220;(272.0, 1.0);4.0
949;221;(256.0, 1.0);4.0
949;222;(240.0, 1.0);4.0
949;223;(224.0, 1.0);4.0
949;224;(208.0, 1.0);4.0
949;225;(192.0, 1.0);4.0
949;226;(176.0, 1.0);4.0
949;227;(160.0, 1.0);4.0
949;228;(144.0, 1.0);4.0
949;229;(128.0, 1.0);4.0
949;230;(112.0, 1.0);4.0
949;231;(96.0, 1.0);4.0
949;232;(80.0, 1.0);4.0
949;233;(64.0, 1.0);4.0
949;234;(48.0, 1.0);4.0
949;235;(32.0, 1.0);4.0
949;236;(16.0, 1.0);4.0
949;237;(0, 1.0);4.0
950;219;(292.0, 1.0);4.0
950;220;(276.0, 1.0);4.0
950;221;(260.0, 1.0);4.0
950;222;(244.0, 1.0);4.0
950;223;(228.0, 1.0);4.0
950;224;(212.0, 1.0);4.0
950;225;(196.0, 1.0);4.0
950;226;(180.0, 1.0);4.0
950;227;(164.0, 1.0);4.0
950;228;(148.0, 1.0);4.0
950;229;(132.0, 1.0);4.0
950;230;(116.0, 1.0);4.0
950;231;(100.0, 1.0);4.0
950;232;(84.0, 1.0);4.0
950;233;(68.0, 1.0);4.0
950;234;(52.0, 1.0);4.0
950;235;(36.0, 1.0);4.0
950;236;(20.0, 1.0);4.0
950;237;(4.0, 1.0);4.0
951;219;(296.0, 1.0);4.0
951;220;(280.0, 1.0);4.0
951;221;(264.0, 1.0);4.0
951;222;(248.0, 1.0);4.0
951;223;(232.0, 1.0);4.0
951;224;(216.0, 1.0);4.0
951;225;(200.0, 1.0);4.0
951;226;(184.0, 1.0);4.0
951;227;(168.0, 1.0);4.0
951;228;(152.0, 1.0);4.0
951;229;(136.0, 1.0);4.0
951;230;(120.0, 1.0);4.0
951;231;(104.0, 1.0);4.0
951;232;(88.0, 1.0);4.0
951;233;(72.0, 1.0);4.0
951;234;(56.0, 1.0);4.0
951;235;(40.0, 1.0);4.0
951;236;(24.0, 1.0);4.0
951;237;(8.0, 1.0);4.0
952;220;(284.0, 1.0);4.0
952;221;(268.0, 1.0);4.0
952;222;(252.0, 1.0);4.0
952;223;(236.0, 1.0);4.0
952;224;(220.0, 1.0);4.0
952;225;(204.0, 1.0);4.0
952;226;(188.0, 1.0);4.0
952;227;(172.0, 1.0);4.0
952;228;(156.0, 1.0);4.0
952;229;(140.0, 1.0);4.0
952;230;(124.0, 1.0);4.0
952;231;(108.0, 1.0);4.0
952;232;(92.0, 1.0);4.0
952;233;(76.0, 1.0);4.0
952;234;(60.0, 1.0);4.0
952;235;(44.0, 1.0);4.0
952;236;(28.0, 1.0);4.0
952;237;(12.0, 1.0);4.0
953;220;(288.0, 1.0);4.0
953;221;(272.0, 1.0);4.0
953;222;(256.0, 1.0);4.0
953;223;(240.0, 1.0);4.0
953;224;(224.0, 1.0);4.0
953;225;(208.0, 1.0);4.0
953;226;(192.0, 1.0);4.0
953;227;(176.0, 1.0);4.0
953;228;(160.0, 1.0);4.0
953;229;(144.0, 1.0);4.0
953;230;(128.0, 1.0);4.0
953;231;(112.0, 1.0);4.0
953;232;(96.0, 1.0);4.0
953;233;(80.0, 1.0);4.0
953;234;(64.0, 1.0);4.0
953;235;(48.0, 1.0);4.0
953;236;(32.0, 1.0);4.0
953;237;(16.0, 1.0);4.0
953;238;(0, 1.0);4.0
954;220;(292.0, 1.0);4.0
954;221;(276.0, 1.0);4.0
954;222;(260.0, 1.0);4.0
954;223;(244.0, 1.0);4.0
954;224;(228.0, 1.0);4.0
954;225;(212.0, 1.0);4.0
954;226;(196.0, 1.0);4.0
954;227;(180.0, 1.0);4.0
954;228;(164.0, 1.0);4.0
954;229;(148.0, 1.0);4.0
954;230;(132.0, 1.0);4.0
954;231;(116.0, 1.0);4.0
954;232;(100.0, 1.0);4.0
954;233;(84.0, 1.0);4.0
954;234;(68.0, 1.0);4.0
954;235;(52.0, 1.0);4.0
954;236;(36.0, 1.0);4.0
954;237;(20.0, 1.0);4.0
954;238;(4.0, 1.0);4.0
955;220;(296.0, 1.0);4.0
955;221;(280.0, 1.0);4.0
955;222;(264.0, 1.0);4.0
955;223;(248.0, 1.0);4.0
955;224;(232.0, 1.0);4.0
955;225;(216.0, 1.0);4.0
955;226;(200.0, 1.0);4.0
955;227;(184.0, 1.0);4.0
955;228;(168.0, 1.0);4.0
955;229;(152.0, 1.0);4.0
955;230;(136.0, 1.0);4.0
955;231;(120.0, 1.0);4.0
955;232;(104.0, 1.0);4.0
955;233;(88.0, 1.0);4.0
955;234;(72.0, 1.0);4.0
955;235;(56.0, 1.0);4.0
955;236;(40.0, 1.0);4.0
955;237;(24.0, 1.0);4.0
955;238;(8.0, 1.0);4.0
956;221;(284.0, 1.0);4.0
956;222;(268.0, 1.0);4.0
956;223;(252.0, 1.0);4.0
956;224;(236.0, 1.0);4.0
956;225;(220.0, 1.0);4.0
956;226;(204.0, 1.0);4.0
956;227;(188.0, 1.0);4.0
956;228;(172.0, 1.0);4.0
956;229;(156.0, 1.0);4.0
956;230;(140.0, 1.0);4.0
956;231;(124.0, 1.0);4.0
956;232;(108.0, 1.0);4.0
956;233;(92.0, 1.0);4.0
956;234;(76.0, 1.0);4.0
956;235;(60.0, 1.0);4.0
956;236;(44.0, 1.0);4.0
956;237;(28.0, 1.0);4.0
956;238;(12.0, 1.0);4.0
957;221;(288.0, 1.0);4.0
957;222;(272.0, 1.0);4.0
957;223;(256.0, 1.0);4.0
957;224;(240.0, 1.0);4.0
957;225;(224.0, 1.0);4.0
957;226;(208.0, 1.0);4.0
957;227;(192.0, 1.0);4.0
957;228;(176.0, 1.0);4.0
957;229;(160.0, 1.0);4.0
957;230;(144.0, 1.0);4.0
957;231;(128.0, 1.0);4.0
957;232;(112.0, 1.0);4.0
957;233;(96.0, 1.0);4.0
957;234;(80.0, 1.0);4.0
957;235;(64.0, 1.0);4.0
957;236;(48.0, 1.0);4.0
957;237;(32.0, 1.0);4.0
957;238;(16.0, 1.0);4.0
957;239;(0, 1.0);4.0
958;221;(292.0, 1.0);4.0
958;222;(276.0, 1.0);4.0
958;223;(260.0, 1.0);4.0
958;224;(244.0, 1.0);4.0
958;225;(228.0, 1.0);4.0
958;226;(212.0, 1.0);4.0
958;227;(196.0, 1.0);4.0
958;228;(180.0, 1.0);4.0
958;229;(164.0, 1.0);4.0
958;230;(148.0, 1.0);4.0
958;231;(132.0, 1.0);4.0
958;232;(116.0, 1.0);4.0
958;233;(100.0, 1.0);4.0
958;234;(84.0, 1.0);4.0
958;235;(68.0, 1.0);4.0
958;236;(52.0, 1.0);4.0
958;237;(36.0, 1.0);4.0
958;238;(20.0, 1.0);4.0
958;239;(4.0, 1.0);4.0
959;221;(296.0, 1.0);4.0
959;222;(280.0, 1.0);4.0
959;223;(264.0, 1.0);4.0
959;224;(248.0, 1.0);4.0
959;225;(232.0, 1.0);4.0
959;226;(216.0, 1.0);4.0
959;227;(200.0, 1.0);4.0
959;228;(184.0, 1.0);4.0
959;229;(168.0, 1.0);4.0
959;230;(152.0, 1.0);4.0
959;231;(136.0, 1.0);4.0
959;232;(120.0, 1.0);4.0
959;233;(104.0, 1.0);4.0
959;234;(88.0, 1.0);4.0
959;235;(72.0, 1.0);4.0
959;236;(56.0, 1.0);4.0
959;237;(40.0, 1.0);4.0
959;238;(24.0, 1.0);4.0
959;239;(8.0, 1.0);4.0
960;222;(284.0, 1.0);4.0
960;223;(268.0, 1.0);4.0
960;224;(252.0, 1.0);4.0
960;225;(236.0, 1.0);4.0
960;226;(220.0, 1.0);4.0
960;227;(204.0, 1.0);4.0
960;228;(188.0, 1.0);4.0
960;229;(172.0, 1.0);4.0
960;230;(156.0, 1.0);4.0
960;231;(140.0, 1.0);4.0
960;232;(124.0, 1.0);4.0
960;233;(108.0, 1.0);4.0
960;234;(92.0, 1.0);4.0
960;235;(76.0, 1.0);4.0
960;236;(60.0, 1.0);4.0
960;237;(44.0, 1.0);4.0
960;238;(28.0, 1.0);4.0
960;239;(12.0, 1.0);4.0
961;222;(288.0, 1.0);4.0
961;223;(272.0, 1.0);4.0
961;224;(256.0, 1.0);4.0
961;225;(240.0, 1.0);4.0
961;226;(224.0, 1.0);4.0
961;227;(208.0, 1.0);4.0
961;228;(192.0, 1.0);4.0
961;229;(176.0, 1.0);4.0
961;230;(160.0, 1.0);4.0
961;231;(144.0, 1.0);4.0
961;232;(128.0, 1.0);4.0
961;233;(112.0, 1.0);4.0
961;234;(96.0, 1.0);4.0
961;235;(80.0, 1.0);4.0
961;236;(64.0, 1.0);4.0
961;237;(48.0, 1.0);4.0
961;238;(32.0, 1.0);4.0
961;239;(16.0, 1.0);4.0
961;240;(0, 1.0);4.0
962;222;(292.0, 1.0);4.0
962;223;(276.0, 1.0);4.0
962;224;(260.0, 1.0);4.0
962;225;(244.0, 1.0);4.0
962;226;(228.0, 1.0);4.0
962;227;(212.0, 1.0);4.0
962;228;(196.0, 1.0);4.0
962;229;(180.0, 1.0);4.0
962;230;(164.0, 1.0);4.0
962;231;(148.0, 1.0);4.0
962;232;(132.0, 1.0);4.0
962;233;(116.0, 1.0);4.0
962;234;(100.0, 1.0);4.0
962;235;(84.0, 1.0);4.0
962;236;(68.0, 1.0);4.0
962;237;(52.0, 1.0);4.0
962;238;(36.0, 1.0);4.0
962;239;(20.0, 1.0);4.0
962;240;(4.0, 1.0);4.0
963;222;(296.0, 1.0);4.0
963;223;(280.0, 1.0);4.0
963;224;(264.0, 1.0);4.0
963;225;(248.0, 1.0);4.0
963;226;(232.0, 1.0);4.0
963;227;(216.0, 1.0);4.0
963;228;(200.0, 1.0);4.0
963;229;(184.0, 1.0);4.0
963;230;(168.0, 1.0);4.0
963;231;(152.0, 1.0);4.0
963;232;(136.0, 1.0);4.0
963;233;(120.0, 1.0);4.0
963;234;(104.0, 1.0);4.0
963;235;(88.0, 1.0);4.0
963;236;(72.0, 1.0);4.0
963;237;(56.0, 1.0);4.0
963;238;(40.0, 1.0);4.0
963;239;(24.0, 1.0);4.0
963;240;(8.0, 1.0);4.0
964;223;(284.0, 1.0);4.0
964;224;(268.0, 1.0);4.0
964;225;(252.0, 1.0);4.0
964;226;(236.0, 1.0);4.0
964;227;(220.0, 1.0);4.0
964;228;(204.0, 1.0);4.0
964;229;(188.0, 1.0);4.0
964;230;(172.0, 1.0);4.0
964;231;(156.0, 1.0);4.0
964;232;(140.0, 1.0);4.0
964;233;(124.0, 1.0);4.0
964;234;(108.0, 1.0);4.0
964;235;(92.0, 1.0);4.0
964;236;(76.0, 1.0);4.0
964;237;(60.0, 1.0);4.0
964;238;(44.0, 1.0);4.0
964;239;(28.0, 1.0);4.0
964;240;(12.0, 1.0);4.0
965;223;(288.0, 1.0);4.0
965;224;(272.0, 1.0);4.0
965;225;(256.0, 1.0);4.0
965;226;(240.0, 1.0);4.0
965;227;(224.0, 1.0);4.0
965;228;(208.0, 1.0);4.0
965;229;(192.0, 1.0);4.0
965;230;(176.0, 1.0);4.0
965;231;(160.0, 1.0);4.0
965;232;(144.0, 1.0);4.0
965;233;(128.0, 1.0);4.0
965;234;(112.0, 1.0);4.0
965;235;(96.0, 1.0);4.0
965;236;(80.0, 1.0);4.0
965;237;(64.0, 1.0);4.0
965;238;(48.0, 1.0);4.0
965;239;(32.0, 1.0);4.0
965;240;(16.0, 1.0);4.0
965;241;(0, 1.0);4.0
966;223;(292.0, 1.0);4.0
966;224;(276.0, 1.0);4.0
966;225;(260.0, 1.0);4.0
966;226;(244.0, 1.0);4.0
966;227;(228.0, 1.0);4.0
966;228;(212.0, 1.0);4.0
966;229;(196.0, 1.0);4.0
966;230;(180.0, 1.0);4.0
966;231;(164.0, 1.0);4.0
966;232;(148.0, 1.0);4.0
966;233;(132.0, 1.0);4.0
966;234;(116.0, 1.0);4.0
966;235;(100.0, 1.0);4.0
966;236;(84.0, 1.0);4.0
966;237;(68.0, 1.0);4.0
966;238;(52.0, 1.0);4.0
966;239;(36.0, 1.0);4.0
966;240;(20.0, 1.0);4.0
966;241;(4.0, 1.0);4.0
967;223;(296.0, 1.0);4.0
967;224;(280.0, 1.0);4.0
967;225;(264.0, 1.0);4.0
967;226;(248.0, 1.0);4.0
967;227;(232.0, 1.0);4.0
967;228;(216.0, 1.0);4.0
967;229;(200.0, 1.0);4.0
967;230;(184.0, 1.0);4.0
967;231;(168.0, 1.0);4.0
967;232;(152.0, 1.0);4.0
967;233;(136.0, 1.0);4.0
967;234;(120.0, 1.0);4.0
967;235;(104.0, 1.0);4.0
967;236;(88.0, 1.0);4.0
967;237;(72.0, 1.0);4.0
967;238;(56.0, 1.0);4.0
967;239;(40.0, 1.0);4.0
967;240;(24.0, 1.0);4.0
967;241;(8.0, 1.0);4.0
968;224;(284.0, 1.0);4.0
968;225;(268.0, 1.0);4.0
968;226;(252.0, 1.0);4.0
968;227;(236.0, 1.0);4.0
968;228;(220.0, 1.0);4.0
968;229;(204.0, 1.0);4.0
968;230;(188.0, 1.0);4.0
968;231;(172.0, 1.0);4.0
968;232;(156.0, 1.0);4.0
968;233;(140.0, 1.0);4.0
968;234;(124.0, 1.0);4.0
968;235;(108.0, 1.0);4.0
968;236;(92.0, 1.0);4.0
968;237;(76.0, 1.0);4.0
968;238;(60.0, 1.0);4.0
968;239;(44.0, 1.0);4.0
968;240;(28.0, 1.0);4.0
968;241;(12.0, 1.0);4.0
969;224;(288.0, 1.0);4.0
969;225;(272.0, 1.0);4.0
969;226;(256.0, 1.0);4.0
969;227;(240.0, 1.0);4.0
969;228;(224.0, 1.0);4.0
969;229;(208.0, 1.0);4.0
969;230;(192.0, 1.0);4.0
969;231;(176.0, 1.0);4.0
969;232;(160.0, 1.0);4.0
969;233;(144.0, 1.0);4.0
969;234;(128.0, 1.0);4.0
969;235;(112.0, 1.0);4.0
969;236;(96.0, 1.0);4.0
969;237;(80.0, 1.0);4.0
969;238;(64.0, 1.0);4.0
969;239;(48.0, 1.0);4.0
969;240;(32.0, 1.0);4.0
969;241;(16.0, 1.0);4.0
969;242;(0, 1.0);4.0
970;224;(292.0, 1.0);4.0
970;225;(276.0, 1.0);4.0
970;226;(260.0, 1.0);4.0
970;227;(244.0, 1.0);4.0
970;228;(228.0, 1.0);4.0
970;229;(212.0, 1.0);4.0
970;230;(196.0, 1.0);4.0
970;231;(180.0, 1.0);4.0
970;232;(164.0, 1.0);4.0
970;233;(148.0, 1.0);4.0
970;234;(132.0, 1.0);4.0
970;235;(116.0, 1.0);4.0
970;236;(100.0, 1.0);4.0
970;237;(84.0, 1.0);4.0
970;238;(68.0, 1.0);4.0
970;239;(52.0, 1.0);4.0
970;240;(36.0, 1.0);4.0
970;241;(20.0, 1.0);4.0
970;242;(4.0, 1.0);4.0
971;224;(296.0, 1.0);4.0
971;225;(280.0, 1.0);4.0
971;226;(264.0, 1.0);4.0
971;227;(248.0, 1.0);4.0
971;228;(232.0, 1.0);4.0
971;229;(216.0, 1.0);4.0
971;230;(200.0, 1.0);4.0
971;231;(184.0, 1.0);4.0
971;232;(168.0, 1.0);4.0
971;233;(152.0, 1.0);4.0
971;234;(136.0, 1.0);4.0
971;235;(120.0, 1.0);4.0
971;236;(104.0, 1.0);4.0
971;237;(88.0, 1.0);4.0
971;238;(72.0, 1.0);4.0
971;239;(56.0, 1.0);4.0
971;240;(40.0, 1.0);4.0
971;241;(24.0, 1.0);4.0
971;242;(8.0, 1.0);4.0
972;225;(284.0, 1.0);4.0
972;226;(268.0, 1.0);4.0
972;227;(252.0, 1.0);4.0
972;228;(236.0, 1.0);4.0
972;229;(220.0, 1.0);4.0
972;230;(204.0, 1.0);4.0
972;231;(188.0, 1.0);4.0
972;232;(172.0, 1.0);4.0
972;233;(156.0, 1.0);4.0
972;234;(140.0, 1.0);4.0
972;235;(124.0, 1.0);4.0
972;236;(108.0, 1.0);4.0
972;237;(92.0, 1.0);4.0
972;238;(76.0, 1.0);4.0
972;239;(60.0, 1.0);4.0
972;240;(44.0, 1.0);4.0
972;241;(28.0, 1.0);4.0
972;242;(12.0, 1.0);4.0
973;225;(288.0, 1.0);4.0
973;226;(272.0, 1.0);4.0
973;227;(256.0, 1.0);4.0
973;228;(240.0, 1.0);4.0
973;229;(224.0, 1.0);4.0
973;230;(208.0, 1.0);4.0
973;231;(192.0, 1.0);4.0
973;232;(176.0, 1.0);4.0
973;233;(160.0, 1.0);4.0
973;234;(144.0, 1.0);4.0
973;235;(128.0, 1.0);4.0
973;236;(112.0, 1.0);4.0
973;237;(96.0, 1.0);4.0
973;238;(80.0, 1.0);4.0
973;239;(64.0, 1.0);4.0
973;240;(48.0, 1.0);4.0
973;241;(32.0, 1.0);4.0
973;242;(16.0, 1.0);4.0
973;243;(0, 1.0);4.0
974;225;(292.0, 1.0);4.0
974;226;(276.0, 1.0);4.0
974;227;(260.0, 1.0);4.0
974;228;(244.0, 1.0);4.0
974;229;(228.0, 1.0);4.0
974;230;(212.0, 1.0);4.0
974;231;(196.0, 1.0);4.0
974;232;(180.0, 1.0);4.0
974;233;(164.0, 1.0);4.0
974;234;(148.0, 1.0);4.0
974;235;(132.0, 1.0);4.0
974;236;(116.0, 1.0);4.0
974;237;(100.0, 1.0);4.0
974;238;(84.0, 1.0);4.0
974;239;(68.0, 1.0);4.0
974;240;(52.0, 1.0);4.0
974;241;(36.0, 1.0);4.0
974;242;(20.0, 1.0);4.0
974;243;(4.0, 1.0);4.0
975;225;(296.0, 1.0);4.0
975;226;(280.0, 1.0);4.0
975;227;(264.0, 1.0);4.0
975;228;(248.0, 1.0);4.0
975;229;(232.0, 1.0);4.0
975;230;(216.0, 1.0);4.0
975;231;(200.0, 1.0);4.0
975;232;(184.0, 1.0);4.0
975;233;(168.0, 1.0);4.0
975;234;(152.0, 1.0);4.0
975;235;(136.0, 1.0);4.0
975;236;(120.0, 1.0);4.0
975;237;(104.0, 1.0);4.0
975;238;(88.0, 1.0);4.0
975;239;(72.0, 1.0);4.0
975;240;(56.0, 1.0);4.0
975;241;(40.0, 1.0);4.0
975;242;(24.0, 1.0);4.0
975;243;(8.0, 1.0);4.0
976;226;(284.0, 1.0);4.0
976;227;(268.0, 1.0);4.0
976;228;(252.0, 1.0);4.0
976;229;(236.0, 1.0);4.0
976;230;(220.0, 1.0);4.0
976;231;(204.0, 1.0);4.0
976;232;(188.0, 1.0);4.0
976;233;(172.0, 1.0);4.0
