Step;AgentID;Position;Speed
312;73;(76.0, 1.0);4.0
312;74;(60.0, 1.0);4.0
312;75;(44.0, 1.0);4.0
312;76;(28.0, 1.0);4.0
312;77;(12.0, 1.0);4.0
313;60;(288.0, 1.0);4.0
313;61;(272.0, 1.0);4.0
313;62;(256.0, 1.0);4.0
313;63;(240.0, 1.0);4.0
313;64;(224.0, 1.0);4.0
313;65;(208.0, 1.0);4.0
313;66;(192.0, 1.0);4.0
313;67;(176.0, 1.0);4.0
313;68;(160.0, 1.0);4.0
313;69;(144.0, 1.0);4.0
313;70;(128.0, 1.0);4.0
313;71;(112.0, 1.0);4.0
313;72;(96.0, 1.0);4.0
313;73;(80.0, 1.0);4.0
313;74;(64.0, 1.0);4.0
313;75;(48.0, 1.0);4.0
313;76;(32.0, 1.0);4.0
313;77;(16.0, 1.0);4.0
313;78;(0, 1.0);4.0
314;60;(292.0, 1.0);4.0
314;61;(276.0, 1.0);4.0
314;62;(260.0, 1.0);4.0
314;63;(244.0, 1.0);4.0
314;64;(228.0, 1.0);4.0
314;65;(212.0, 1.0);4.0
314;66;(196.0, 1.0);4.0
314;67;(180.0, 1.0);4.0
314;68;(164.0, 1.0);4.0
314;69;(148.0, 1.0);4.0
314;70;(132.0, 1.0);4.0
314;71;(116.0, 1.0);4.0
314;72;(100.0, 1.0);4.0
314;73;(84.0, 1.0);4.0
314;74;(68.0, 1.0);4.0
314;75;(52.0, 1.0);4.0
314;76;(36.0, 1.0);4.0
314;77;(20.0, 1.0);4.0
314;78;(4.0, 1.0);4.0
315;60;(296.0, 1.0);4.0
315;61;(280.0, 1.0);4.0
315;62;(264.0, 1.0);4.0
315;63;(248.0, 1.0);4.0
315;64;(232.0, 1.0);4.0
315;65;(216.0, 1.0);4.0
315;66;(200.0, 1.0);4.0
315;67;(184.0, 1.0);4.0
315;68;(168.0, 1.0);4.0
315;69;(152.0, 1.0);4.0
315;70;(136.0, 1.0);4.0
315;71;(120.0, 1.0);4.0
315;72;(104.0, 1.0);4.0
315;73;(88.0, 1.0);4.0
315;74;(72.0, 1.0);4.0
315;75;(56.0, 1.0);4.0
315;76;(40.0, 1.0);4.0
315;77;(24.0, 1.0);4.0
315;78;(8.0, 1.0);4.0
316;61;(284.0, 1.0);4.0
316;62;(268.0, 1.0);4.0
316;63;(252.0, 1.0);4.0
316;64;(236.0, 1.0);4.0
316;65;(220.0, 1.0);4.0
316;66;(204.0, 1.0);4.0
316;67;(188.0, 1.0);4.0
316;68;(172.0, 1.0);4.0
316;69;(156.0, 1.0);4.0
316;70;(140.0, 1.0);4.0
316;71;(124.0, 1.0);4.0
316;72;(108.0, 1.0);4.0
316;73;(92.0, 1.0);4.0
316;74;(76.0, 1.0);4.0
316;75;(60.0, 1.0);4.0
316;76;(44.0, 1.0);4.0
316;77;(28.0, 1.0);4.0
316;78;(12.0, 1.0);4.0
317;61;(288.0, 1.0);4.0
317;62;(272.0, 1.0);4.0
317;63;(256.0, 1.0);4.0
317;64;(240.0, 1.0);4.0
317;65;(224.0, 1.0);4.0
317;66;(208.0, 1.0);4.0
317;67;(192.0, 1.0);4.0
317;68;(176.0, 1.0);4.0
317;69;(160.0, 1.0);4.0
317;70;(144.0, 1.0);4.0
317;71;(128.0, 1.0);4.0
317;72;(112.0, 1.0);4.0
317;73;(96.0, 1.0);4.0
317;74;(80.0, 1.0);4.0
317;75;(64.0, 1.0);4.0
317;76;(48.0, 1.0);4.0
317;77;(32.0, 1.0);4.0
317;78;(16.0, 1.0);4.0
317;79;(0, 1.0);4.0
318;61;(292.0, 1.0);4.0
318;62;(276.0, 1.0);4.0
318;63;(260.0, 1.0);4.0
318;64;(244.0, 1.0);4.0
318;65;(228.0, 1.0);4.0
318;66;(212.0, 1.0);4.0
318;67;(196.0, 1.0);4.0
318;68;(180.0, 1.0);4.0
318;69;(164.0, 1.0);4.0
318;70;(148.0, 1.0);4.0
318;71;(132.0, 1.0);4.0
318;72;(116.0, 1.0);4.0
318;73;(100.0, 1.0);4.0
318;74;(84.0, 1.0);4.0
318;75;(68.0, 1.0);4.0
318;76;(52.0, 1.0);4.0
318;77;(36.0, 1.0);4.0
318;78;(20.0, 1.0);4.0
318;79;(4.0, 1.0);4.0
319;61;(296.0, 1.0);4.0
319;62;(280.0, 1.0);4.0
319;63;(264.0, 1.0);4.0
319;64;(248.0, 1.0);4.0
319;65;(232.0, 1.0);4.0
319;66;(216.0, 1.0);4.0
319;67;(200.0, 1.0);4.0
319;68;(184.0, 1.0);4.0
319;69;(168.0, 1.0);4.0
319;70;(152.0, 1.0);4.0
319;71;(136.0, 1.0);4.0
319;72;(120.0, 1.0);4.0
319;73;(104.0, 1.0);4.0
319;74;(88.0, 1.0);4.0
319;75;(72.0, 1.0);4.0
319;76;(56.0, 1.0);4.0
319;77;(40.0, 1.0);4.0
319;78;(24.0, 1.0);4.0
319;79;(8.0, 1.0);4.0
320;62;(284.0, 1.0);4.0
320;63;(268.0, 1.0);4.0
320;64;(252.0, 1.0);4.0
320;65;(236.0, 1.0);4.0
320;66;(220.0, 1.0);4.0
320;67;(204.0, 1.0);4.0
320;68;(188.0, 1.0);4.0
320;69;(172.0, 1.0);4.0
320;70;(156.0, 1.0);4.0
320;71;(140.0, 1.0);4.0
320;72;(124.0, 1.0);4.0
320;73;(108.0, 1.0);4.0
320;74;(92.0, 1.0);4.0
320;75;(76.0, 1.0);4.0
320;76;(60.0, 1.0);4.0
320;77;(44.0, 1.0);4.0
320;78;(28.0, 1.0);4.0
320;79;(12.0, 1.0);4.0
321;62;(288.0, 1.0);4.0
321;63;(272.0, 1.0);4.0
321;64;(256.0, 1.0);4.0
321;65;(240.0, 1.0);4.0
321;66;(224.0, 1.0);4.0
321;67;(208.0, 1.0);4.0
321;68;(192.0, 1.0);4.0
321;69;(176.0, 1.0);4.0
321;70;(160.0, 1.0);4.0
321;71;(144.0, 1.0);4.0
321;72;(128.0, 1.0);4.0
321;73;(112.0, 1.0);4.0
321;74;(96.0, 1.0);4.0
321;75;(80.0, 1.0);4.0
321;76;(64.0, 1.0);4.0
321;77;(48.0, 1.0);4.0
321;78;(32.0, 1.0);4.0
321;79;(16.0, 1.0);4.0
321;80;(0, 1.0);4.0
322;62;(292.0, 1.0);4.0
322;63;(276.0, 1.0);4.0
322;64;(260.0, 1.0);4.0
322;65;(244.0, 1.0);4.0
322;66;(228.0, 1.0);4.0
322;67;(212.0, 1.0);4.0
322;68;(196.0, 1.0);4.0
322;69;(180.0, 1.0);4.0
322;70;(164.0, 1.0);4.0
322;71;(148.0, 1.0);4.0
322;72;(132.0, 1.0);4.0
322;73;(116.0, 1.0);4.0
322;74;(100.0, 1.0);4.0
322;75;(84.0, 1.0);4.0
322;76;(68.0, 1.0);4.0
322;77;(52.0, 1.0);4.0
322;78;(36.0, 1.0);4.0
322;79;(20.0, 1.0);4.0
322;80;(4.0, 1.0);4.0
323;62;(296.0, 1.0);4.0
323;63;(280.0, 1.0);4.0
323;64;(264.0, 1.0);4.0
323;65;(248.0, 1.0);4.0
323;66;(232.0, 1.0);4.0
323;67;(216.0, 1.0);4.0
323;68;(200.0, 1.0);4.0
323;69;(184.0, 1.0);4.0
323;70;(168.0, 1.0);4.0
323;71;(152.0, 1.0);4.0
323;72;(136.0, 1.0);4.0
323;73;(120.0, 1.0);4.0
323;74;(104.0, 1.0);4.0
323;75;(88.0, 1.0);4.0
323;76;(72.0, 1.0);4.0
323;77;(56.0, 1.0);4.0
323;78;(40.0, 1.0);4.0
323;79;(24.0, 1.0);4.0
323;80;(8.0, 1.0);4.0
324;63;(284.0, 1.0);4.0
324;64;(268.0, 1.0);4.0
324;65;(252.0, 1.0);4.0
324;66;(236.0, 1.0);4.0
324;67;(220.0, 1.0);4.0
324;68;(204.0, 1.0);4.0
324;69;(188.0, 1.0);4.0
324;70;(172.0, 1.0);4.0
324;71;(156.0, 1.0);4.0
324;72;(140.0, 1.0);4.0
324;73;(124.0, 1.0);4.0
324;74;(108.0, 1.0);4.0
324;75;(92.0, 1.0);4.0
324;76;(76.0, 1.0);4.0
324;77;(60.0, 1.0);4.0
324;78;(44.0, 1.0);4.0
324;79;(28.0, 1.0);4.0
324;80;(12.0, 1.0);4.0
325;63;(288.0, 1.0);4.0
325;64;(272.0, 1.0);4.0
325;65;(256.0, 1.0);4.0
325;66;(240.0, 1.0);4.0
325;67;(224.0, 1.0);4.0
325;68;(208.0, 1.0);4.0
325;69;(192.0, 1.0);4.0
325;70;(176.0, 1.0);4.0
325;71;(160.0, 1.0);4.0
325;72;(144.0, 1.0);4.0
325;73;(128.0, 1.0);4.0
325;74;(112.0, 1.0);4.0
325;75;(96.0, 1.0);4.0
325;76;(80.0, 1.0);4.0
325;77;(64.0, 1.0);4.0
325;78;(48.0, 1.0);4.0
325;79;(32.0, 1.0);4.0
325;80;(16.0, 1.0);4.0
325;81;(0, 1.0);4.0
326;63;(292.0, 1.0);4.0
326;64;(276.0, 1.0);4.0
326;65;(260.0, 1.0);4.0
326;66;(244.0, 1.0);4.0
326;67;(228.0, 1.0);4.0
326;68;(212.0, 1.0);4.0
326;69;(196.0, 1.0);4.0
326;70;(180.0, 1.0);4.0
326;71;(164.0, 1.0);4.0
326;72;(148.0, 1.0);4.0
326;73;(132.0, 1.0);4.0
326;74;(116.0, 1.0);4.0
326;75;(100.0, 1.0);4.0
326;76;(84.0, 1.0);4.0
326;77;(68.0, 1.0);4.0
326;78;(52.0, 1.0);4.0
326;79;(36.0, 1.0);4.0
326;80;(20.0, 1.0);4.0
326;81;(4.0, 1.0);4.0
327;63;(296.0, 1.0);4.0
327;64;(280.0, 1.0);4.0
327;65;(264.0, 1.0);4.0
327;66;(248.0, 1.0);4.0
327;67;(232.0, 1.0);4.0
327;68;(216.0, 1.0);4.0
327;69;(200.0, 1.0);4.0
327;70;(184.0, 1.0);4.0
327;71;(168.0, 1.0);4.0
327;72;(152.0, 1.0);4.0
327;73;(136.0, 1.0);4.0
327;74;(120.0, 1.0);4.0
327;75;(104.0, 1.0);4.0
327;76;(88.0, 1.0);4.0
327;77;(72.0, 1.0);4.0
327;78;(56.0, 1.0);4.0
327;79;(40.0, 1.0);4.0
327;80;(24.0, 1.0);4.0
327;81;(8.0, 1.0);4.0
328;64;(284.0, 1.0);4.0
328;65;(268.0, 1.0);4.0
328;66;(252.0, 1.0);4.0
328;67;(236.0, 1.0);4.0
328;68;(220.0, 1.0);4.0
328;69;(204.0, 1.0);4.0
328;70;(188.0, 1.0);4.0
328;71;(172.0, 1.0);4.0
328;72;(156.0, 1.0);4.0
328;73;(140.0, 1.0);4.0
328;74;(124.0, 1.0);4.0
328;75;(108.0, 1.0);4.0
328;76;(92.0, 1.0);4.0
328;77;(76.0, 1.0);4.0
328;78;(60.0, 1.0);4.0
328;79;(44.0, 1.0);4.0
328;80;(28.0, 1.0);4.0
328;81;(12.0, 1.0);4.0
329;64;(288.0, 1.0);4.0
329;65;(272.0, 1.0);4.0
329;66;(256.0, 1.0);4.0
329;67;(240.0, 1.0);4.0
329;68;(224.0, 1.0);4.0
329;69;(208.0, 1.0);4.0
329;70;(192.0, 1.0);4.0
329;71;(176.0, 1.0);4.0
329;72;(160.0, 1.0);4.0
329;73;(144.0, 1.0);4.0
329;74;(128.0, 1.0);4.0
329;75;(112.0, 1.0);4.0
329;76;(96.0, 1.0);4.0
329;77;(80.0, 1.0);4.0
329;78;(64.0, 1.0);4.0
329;79;(48.0, 1.0);4.0
329;80;(32.0, 1.0);4.0
329;81;(16.0, 1.0);4.0
329;82;(0, 1.0);4.0
330;64;(292.0, 1.0);4.0
330;65;(276.0, 1.0);4.0
330;66;(260.0, 1.0);4.0
330;67;(244.0, 1.0);4.0
330;68;(228.0, 1.0);4.0
330;69;(212.0, 1.0);4.0
330;70;(196.0, 1.0);4.0
330;71;(180.0, 1.0);4.0
330;72;(164.0, 1.0);4.0
330;73;(148.0, 1.0);4.0
330;74;(132.0, 1.0);4.0
330;75;(116.0, 1.0);4.0
330;76;(100.0, 1.0);4.0
330;77;(84.0, 1.0);4.0
330;78;(68.0, 1.0);4.0
330;79;(52.0, 1.0);4.0
330;80;(36.0, 1.0);4.0
330;81;(20.0, 1.0);4.0
330;82;(4.0, 1.0);4.0
331;64;(296.0, 1.0);4.0
331;65;(280.0, 1.0);4.0
331;66;(264.0, 1.0);4.0
331;67;(248.0, 1.0);4.0
331;68;(232.0, 1.0);4.0
331;69;(216.0, 1.0);4.0
331;70;(200.0, 1.0);4.0
331;71;(184.0, 1.0);4.0
331;72;(168.0, 1.0);4.0
331;73;(152.0, 1.0);4.0
331;74;(136.0, 1.0);4.0
331;75;(120.0, 1.0);4.0
331;76;(104.0, 1.0);4.0
331;77;(88.0, 1.0);4.0
331;78;(72.0, 1.0);4.0
331;79;(56.0, 1.0);4.0
331;80;(40.0, 1.0);4.0
331;81;(24.0, 1.0);4.0
331;82;(8.0, 1.0);4.0
332;65;(284.0, 1.0);4.0
332;66;(268.0, 1.0);4.0
332;67;(252.0, 1.0);4.0
332;68;(236.0, 1.0);4.0
332;69;(220.0, 1.0);4.0
332;70;(204.0, 1.0);4.0
332;71;(188.0, 1.0);4.0
332;72;(172.0, 1.0);4.0
332;73;(156.0, 1.0);4.0
332;74;(140.0, 1.0);4.0
332;75;(124.0, 1.0);4.0
332;76;(108.0, 1.0);4.0
332;77;(92.0, 1.0);4.0
332;78;(76.0, 1.0);4.0
332;79;(60.0, 1.0);4.0
332;80;(44.0, 1.0);4.0
332;81;(28.0, 1.0);4.0
332;82;(12.0, 1.0);4.0
333;65;(288.0, 1.0);4.0
333;66;(272.0, 1.0);4.0
333;67;(256.0, 1.0);4.0
333;68;(240.0, 1.0);4.0
333;69;(224.0, 1.0);4.0
333;70;(208.0, 1.0);4.0
333;71;(192.0, 1.0);4.0
333;72;(176.0, 1.0);4.0
333;73;(160.0, 1.0);4.0
333;74;(144.0, 1.0);4.0
333;75;(128.0, 1.0);4.0
333;76;(112.0, 1.0);4.0
333;77;(96.0, 1.0);4.0
333;78;(80.0, 1.0);4.0
333;79;(64.0, 1.0);4.0
333;80;(48.0, 1.0);4.0
333;81;(32.0, 1.0);4.0
333;82;(16.0, 1.0);4.0
333;83;(0, 1.0);4.0
334;65;(292.0, 1.0);4.0
334;66;(276.0, 1.0);4.0
334;67;(260.0, 1.0);4.0
334;68;(244.0, 1.0);4.0
334;69;(228.0, 1.0);4.0
334;70;(212.0, 1.0);4.0
334;71;(196.0, 1.0);4.0
334;72;(180.0, 1.0);4.0
334;73;(164.0, 1.0);4.0
334;74;(148.0, 1.0);4.0
334;75;(132.0, 1.0);4.0
334;76;(116.0, 1.0);4.0
334;77;(100.0, 1.0);4.0
334;78;(84.0, 1.0);4.0
334;79;(68.0, 1.0);4.0
334;80;(52.0, 1.0);4.0
334;81;(36.0, 1.0);4.0
334;82;(20.0, 1.0);4.0
334;83;(4.0, 1.0);4.0
335;65;(296.0, 1.0);4.0
335;66;(280.0, 1.0);4.0
335;67;(264.0, 1.0);4.0
335;68;(248.0, 1.0);4.0
335;69;(232.0, 1.0);4.0
335;70;(216.0, 1.0);4.0
335;71;(200.0, 1.0);4.0
335;72;(184.0, 1.0);4.0
335;73;(168.0, 1.0);4.0
335;74;(152.0, 1.0);4.0
335;75;(136.0, 1.0);4.0
335;76;(120.0, 1.0);4.0
335;77;(104.0, 1.0);4.0
335;78;(88.0, 1.0);4.0
335;79;(72.0, 1.0);4.0
335;80;(56.0, 1.0);4.0
335;81;(40.0, 1.0);4.0
335;82;(24.0, 1.0);4.0
335;83;(8.0, 1.0);4.0
336;66;(284.0, 1.0);4.0
336;67;(268.0, 1.0);4.0
336;68;(252.0, 1.0);4.0
336;69;(236.0, 1.0);4.0
336;70;(220.0, 1.0);4.0
336;71;(204.0, 1.0);4.0
336;72;(188.0, 1.0);4.0
336;73;(172.0, 1.0);4.0
336;74;(156.0, 1.0);4.0
336;75;(140.0, 1.0);4.0
336;76;(124.0, 1.0);4.0
336;77;(108.0, 1.0);4.0
336;78;(92.0, 1.0);4.0
336;79;(76.0, 1.0);4.0
336;80;(60.0, 1.0);4.0
336;81;(44.0, 1.0);4.0
336;82;(28.0, 1.0);4.0
336;83;(12.0, 1.0);4.0
337;66;(288.0, 1.0);4.0
337;67;(272.0, 1.0);4.0
337;68;(256.0, 1.0);4.0
337;69;(240.0, 1.0);4.0
337;70;(224.0, 1.0);4.0
337;71;(208.0, 1.0);4.0
337;72;(192.0, 1.0);4.0
337;73;(176.0, 1.0);4.0
337;74;(160.0, 1.0);4.0
337;75;(144.0, 1.0);4.0
337;76;(128.0, 1.0);4.0
337;77;(112.0, 1.0);4.0
337;78;(96.0, 1.0);4.0
337;79;(80.0, 1.0);4.0
337;80;(64.0, 1.0);4.0
337;81;(48.0, 1.0);4.0
337;82;(32.0, 1.0);4.0
337;83;(16.0, 1.0);4.0
337;84;(0, 1.0);4.0
338;66;(292.0, 1.0);4.0
338;67;(276.0, 1.0);4.0
338;68;(260.0, 1.0);4.0
338;69;(244.0, 1.0);4.0
338;70;(228.0, 1.0);4.0
338;71;(212.0, 1.0);4.0
338;72;(196.0, 1.0);4.0
338;73;(180.0, 1.0);4.0
338;74;(164.0, 1.0);4.0
338;75;(148.0, 1.0);4.0
338;76;(132.0, 1.0);4.0
338;77;(116.0, 1.0);4.0
338;78;(100.0, 1.0);4.0
338;79;(84.0, 1.0);4.0
338;80;(68.0, 1.0);4.0
338;81;(52.0, 1.0);4.0
338;82;(36.0, 1.0);4.0
338;83;(20.0, 1.0);4.0
338;84;(4.0, 1.0);4.0
339;66;(296.0, 1.0);4.0
339;67;(280.0, 1.0);4.0
339;68;(264.0, 1.0);4.0
339;69;(248.0, 1.0);4.0
339;70;(232.0, 1.0);4.0
339;71;(216.0, 1.0);4.0
339;72;(200.0, 1.0);4.0
339;73;(184.0, 1.0);4.0
339;74;(168.0, 1.0);4.0
339;75;(152.0, 1.0);4.0
339;76;(136.0, 1.0);4.0
339;77;(120.0, 1.0);4.0
339;78;(104.0, 1.0);4.0
339;79;(88.0, 1.0);4.0
339;80;(72.0, 1.0);4.0
339;81;(56.0, 1.0);4.0
339;82;(40.0, 1.0);4.0
339;83;(24.0, 1.0);4.0
339;84;(8.0, 1.0);4.0
340;67;(284.0, 1.0);4.0
340;68;(268.0, 1.0);4.0
340;69;(252.0, 1.0);4.0
340;70;(236.0, 1.0);4.0
340;71;(220.0, 1.0);4.0
340;72;(204.0, 1.0);4.0
340;73;(188.0, 1.0);4.0
340;74;(172.0, 1.0);4.0
340;75;(156.0, 1.0);4.0
340;76;(140.0, 1.0);4.0
340;77;(124.0, 1.0);4.0
340;78;(108.0, 1.0);4.0
340;79;(92.0, 1.0);4.0
340;80;(76.0, 1.0);4.0
340;81;(60.0, 1.0);4.0
340;82;(44.0, 1.0);4.0
340;83;(28.0, 1.0);4.0
340;84;(12.0, 1.0);4.0
341;67;(288.0, 1.0);4.0
341;68;(272.0, 1.0);4.0
341;69;(256.0, 1.0);4.0
341;70;(240.0, 1.0);4.0
341;71;(224.0, 1.0);4.0
341;72;(208.0, 1.0);4.0
341;73;(192.0, 1.0);4.0
341;74;(176.0, 1.0);4.0
341;75;(160.0, 1.0);4.0
341;76;(144.0, 1.0);4.0
341;77;(128.0, 1.0);4.0
341;78;(112.0, 1.0);4.0
341;79;(96.0, 1.0);4.0
341;80;(80.0, 1.0);4.0
341;81;(64.0, 1.0);4.0
341;82;(48.0, 1.0);4.0
341;83;(32.0, 1.0);4.0
341;84;(16.0, 1.0);4.0
341;85;(0, 1.0);4.0
342;67;(292.0, 1.0);4.0
342;68;(276.0, 1.0);4.0
342;69;(260.0, 1.0);4.0
342;70;(244.0, 1.0);4.0
342;71;(228.0, 1.0);4.0
342;72;(212.0, 1.0);4.0
342;73;(196.0, 1.0);4.0
342;74;(180.0, 1.0);4.0
342;75;(164.0, 1.0);4.0
342;76;(148.0, 1.0);4.0
342;77;(132.0, 1.0);4.0
342;78;(116.0, 1.0);4.0
342;79;(100.0, 1.0);4.0
342;80;(84.0, 1.0);4.0
342;81;(68.0, 1.0);4.0
342;82;(52.0, 1.0);4.0
342;83;(36.0, 1.0);4.0
342;84;(20.0, 1.0);4.0
342;85;(4.0, 1.0);4.0
343;67;(296.0, 1.0);4.0
343;68;(280.0, 1.0);4.0
343;69;(264.0, 1.0);4.0
343;70;(248.0, 1.0);4.0
343;71;(232.0, 1.0);4.0
343;72;(216.0, 1.0);4.0
343;73;(200.0, 1.0);4.0
343;74;(184.0, 1.0);4.0
343;75;(168.0, 1.0);4.0
343;76;(152.0, 1.0);4.0
343;77;(136.0, 1.0);4.0
343;78;(120.0, 1.0);4.0
343;79;(104.0, 1.0);4.0
343;80;(88.0, 1.0);4.0
343;81;(72.0, 1.0);4.0
343;82;(56.0, 1.0);4.0
343;83;(40.0, 1.0);4.0
343;84;(24.0, 1.0);4.0
343;85;(8.0, 1.0);4.0
344;68;(284.0, 1.0);4.0
344;69;(268.0, 1.0);4.0
344;70;(252.0, 1.0);4.0
344;71;(236.0, 1.0);4.0
344;72;(220.0, 1.0);4.0
344;73;(204.0, 1.0);4.0
344;74;(188.0, 1.0);4.0
344;75;(172.0, 1.0);4.0
344;76;(156.0, 1.0);4.0
344;77;(140.0, 1.0);4.0
344;78;(124.0, 1.0);4.0
344;79;(108.0, 1.0);4.0
344;80;(92.0, 1.0);4.0
344;81;(76.0, 1.0);4.0
344;82;(60.0, 1.0);4.0
344;83;(44.0, 1.0);4.0
344;84;(28.0, 1.0);4.0
344;85;(12.0, 1.0);4.0
345;68;(288.0, 1.0);4.0
345;69;(272.0, 1.0);4.0
345;70;(256.0, 1.0);4.0
345;71;(240.0, 1.0);4.0
345;72;(224.0, 1.0);4.0
345;73;(208.0, 1.0);4.0
345;74;(192.0, 1.0);4.0
345;75;(176.0, 1.0);4.0
345;76;(160.0, 1.0);4.0
345;77;(144.0, 1.0);4.0
345;78;(128.0, 1.0);4.0
345;79;(112.0, 1.0);4.0
345;80;(96.0, 1.0);4.0
345;81;(80.0, 1.0);4.0
345;82;(64.0, 1.0);4.0
345;83;(48.0, 1.0);4.0
345;84;(32.0, 1.0);4.0
345;85;(16.0, 1.0);4.0
345;86;(0, 1.0);4.0
346;68;(292.0, 1.0);4.0
346;69;(276.0, 1.0);4.0
346;70;(260.0, 1.0);4.0
346;71;(244.0, 1.0);4.0
346;72;(228.0, 1.0);4.0
346;73;(212.0, 1.0);4.0
346;74;(196.0, 1.0);4.0
346;75;(180.0, 1.0);4.0
346;76;(164.0, 1.0);4.0
346;77;(148.0, 1.0);4.0
346;78;(132.0, 1.0);4.0
346;79;(116.0, 1.0);4.0
346;80;(100.0, 1.0);4.0
346;81;(84.0, 1.0);4.0
346;82;(68.0, 1.0);4.0
346;83;(52.0, 1.0);4.0
346;84;(36.0, 1.0);4.0
346;85;(20.0, 1.0);4.0
346;86;(4.0, 1.0);4.0
347;68;(296.0, 1.0);4.0
347;69;(280.0, 1.0);4.0
347;70;(264.0, 1.0);4.0
347;71;(248.0, 1.0);4.0
347;72;(232.0, 1.0);4.0
347;73;(216.0, 1.0);4.0
347;74;(200.0, 1.0);4.0
347;75;(184.0, 1.0);4.0
347;76;(168.0, 1.0);4.0
347;77;(152.0, 1.0);4.0
347;78;(136.0, 1.0);4.0
347;79;(120.0, 1.0);4.0
347;80;(104.0, 1.0);4.0
347;81;(88.0, 1.0);4.0
347;82;(72.0, 1.0);4.0
347;83;(56.0, 1.0);4.0
347;84;(40.0, 1.0);4.0
347;85;(24.0, 1.0);4.0
347;86;(8.0, 1.0);4.0
348;69;(284.0, 1.0);4.0
348;70;(268.0, 1.0);4.0
348;71;(252.0, 1.0);4.0
348;72;(236.0, 1.0);4.0
348;73;(220.0, 1.0);4.0
348;74;(204.0, 1.0);4.0
348;75;(188.0, 1.0);4.0
348;76;(172.0, 1.0);4.0
348;77;(156.0, 1.0);4.0
348;78;(140.0, 1.0);4.0
348;79;(124.0, 1.0);4.0
348;80;(108.0, 1.0);4.0
348;81;(92.0, 1.0);4.0
348;82;(76.0, 1.0);4.0
348;83;(60.0, 1.0);4.0
348;84;(44.0, 1.0);4.0
348;85;(28.0, 1.0);4.0
348;86;(12.0, 1.0);4.0
349;69;(288.0, 1.0);4.0
349;70;(272.0, 1.0);4.0
349;71;(256.0, 1.0);4.0
349;72;(240.0, 1.0);4.0
349;73;(224.0, 1.0);4.0
349;74;(208.0, 1.0);4.0
349;75;(192.0, 1.0);4.0
349;76;(176.0, 1.0);4.0
349;77;(160.0, 1.0);4.0
349;78;(144.0, 1.0);4.0
349;79;(128.0, 1.0);4.0
349;80;(112.0, 1.0);4.0
349;81;(96.0, 1.0);4.0
349;82;(80.0, 1.0);4.0
349;83;(64.0, 1.0);4.0
349;84;(48.0, 1.0);4.0
349;85;(32.0, 1.0);4.0
349;86;(16.0, 1.0);4.0
349;87;(0, 1.0);4.0
350;69;(292.0, 1.0);4.0
350;70;(276.0, 1.0);4.0
350;71;(260.0, 1.0);4.0
350;72;(244.0, 1.0);4.0
350;73;(228.0, 1.0);4.0
350;74;(212.0, 1.0);4.0
350;75;(196.0, 1.0);4.0
350;76;(180.0, 1.0);4.0
350;77;(164.0, 1.0);4.0
350;78;(148.0, 1.0);4.0
350;79;(132.0, 1.0);4.0
350;80;(116.0, 1.0);4.0
350;81;(100.0, 1.0);4.0
350;82;(84.0, 1.0);4.0
350;83;(68.0, 1.0);4.0
350;84;(52.0, 1.0);4.0
350;85;(36.0, 1.0);4.0
350;86;(20.0, 1.0);4.0
350;87;(4.0, 1.0);4.0
351;69;(296.0, 1.0);4.0
351;70;(280.0, 1.0);4.0
351;71;(264.0, 1.0);4.0
351;72;(248.0, 1.0);4.0
351;73;(232.0, 1.0);4.0
351;74;(216.0, 1.0);4.0
351;75;(200.0, 1.0);4.0
351;76;(184.0, 1.0);4.0
351;77;(168.0, 1.0);4.0
351;78;(152.0, 1.0);4.0
351;79;(136.0, 1.0);4.0
351;80;(120.0, 1.0);4.0
351;81;(104.0, 1.0);4.0
351;82;(88.0, 1.0);4.0
351;83;(72.0, 1.0);4.0
351;84;(56.0, 1.0);4.0
351;85;(40.0, 1.0);4.0
351;86;(24.0, 1.0);4.0
351;87;(8.0, 1.0);4.0
352;70;(284.0, 1.0);4.0
352;71;(268.0, 1.0);4.0
352;72;(252.0, 1.0);4.0
352;73;(236.0, 1.0);4.0
352;74;(220.0, 1.0);4.0
352;75;(204.0, 1.0);4.0
352;76;(188.0, 1.0);4.0
352;77;(172.0, 1.0);4.0
352;78;(156.0, 1.0);4.0
352;79;(140.0, 1.0);4.0
352;80;(124.0, 1.0);4.0
352;81;(108.0, 1.0);4.0
352;82;(92.0, 1.0);4.0
352;83;(76.0, 1.0);4.0
352;84;(60.0, 1.0);4.0
352;85;(44.0, 1.0);4.0
352;86;(28.0, 1.0);4.0
352;87;(12.0, 1.0);4.0
353;70;(288.0, 1.0);4.0
353;71;(272.0, 1.0);4.0
353;72;(256.0, 1.0);4.0
353;73;(240.0, 1.0);4.0
353;74;(224.0, 1.0);4.0
353;75;(208.0, 1.0);4.0
353;76;(192.0, 1.0);4.0
353;77;(176.0, 1.0);4.0
353;78;(160.0, 1.0);4.0
353;79;(144.0, 1.0);4.0
353;80;(128.0, 1.0);4.0
353;81;(112.0, 1.0);4.0
353;82;(96.0, 1.0);4.0
353;83;(80.0, 1.0);4.0
353;84;(64.0, 1.0);4.0
353;85;(48.0, 1.0);4.0
353;86;(32.0, 1.0);4.0
353;87;(16.0, 1.0);4.0
353;88;(0, 1.0);4.0
354;70;(292.0, 1.0);4.0
354;71;(276.0, 1.0);4.0
354;72;(260.0, 1.0);4.0
354;73;(244.0, 1.0);4.0
